Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00004023,PROD00004023,USER00004023,2023-09-21,,Home,22.81,2,,Not Returned,,38,Male,City22,Debit Card,Standard,19.31
ORD00004024,PROD00004024,USER00004024,2023-03-05,,Toys,228.55,4,,Not Returned,,37,Female,City13,Credit Card,Express,46.1
ORD00004025,PROD00004025,USER00004025,2024-07-08,,Clothing,28.28,2,,Not Returned,,53,Male,City23,PayPal,Next-Day,7.07
ORD00004026,PROD00004026,USER00004026,2024-12-30,2023-09-07,Home,246.6,4,Changed mind,Returned,-480.0,60,Male,City10,PayPal,Express,2.98
ORD00004027,PROD00004027,USER00004027,2024-03-17,2023-10-02,Toys,39.38,3,Changed mind,Returned,-167.0,48,Male,City43,Gift Card,Next-Day,43.8
ORD00004028,PROD00004028,USER00004028,2023-03-10,,Home,427.79,2,,Not Returned,,32,Female,City26,Debit Card,Standard,44.11
ORD00004029,PROD00004029,USER00004029,2024-10-22,2023-08-10,Home,146.81,3,Wrong item,Returned,-439.0,36,Female,City81,Credit Card,Next-Day,32.86
ORD00004030,PROD00004030,USER00004030,2024-08-29,,Home,363.91,4,,Not Returned,,29,Male,City25,PayPal,Express,15.28
ORD00004031,PROD00004031,USER00004031,2024-10-23,,Home,425.87,5,,Not Returned,,56,Male,City77,Debit Card,Standard,30.64
ORD00004032,PROD00004032,USER00004032,2024-07-23,,Home,148.1,3,,Not Returned,,70,Male,City91,Credit Card,Standard,12.1
ORD00004033,PROD00004033,USER00004033,2023-04-15,,Clothing,409.75,4,,Not Returned,,39,Male,City48,Debit Card,Standard,14.0
ORD00004034,PROD00004034,USER00004034,2023-10-28,2023-09-04,Electronics,379.15,1,Defective,Returned,-54.0,36,Female,City36,Debit Card,Next-Day,23.27
ORD00004035,PROD00004035,USER00004035,2024-06-02,2024-12-22,Books,472.02,5,Defective,Returned,203.0,27,Male,City87,Credit Card,Express,28.26
ORD00004036,PROD00004036,USER00004036,2024-09-15,,Electronics,17.72,5,,Not Returned,,59,Male,City44,Debit Card,Express,18.73
ORD00004037,PROD00004037,USER00004037,2023-02-12,2023-05-04,Clothing,260.15,1,Wrong item,Returned,81.0,38,Female,City60,Debit Card,Standard,25.39
ORD00004038,PROD00004038,USER00004038,2024-04-08,2023-06-17,Books,28.02,3,Defective,Returned,-296.0,18,Female,City11,PayPal,Express,9.79
ORD00004039,PROD00004039,USER00004039,2023-06-01,,Electronics,66.46,1,,Not Returned,,34,Female,City94,Debit Card,Standard,35.01
ORD00004040,PROD00004040,USER00004040,2023-03-02,2023-01-08,Clothing,205.45,3,Not as described,Returned,-53.0,44,Male,City1,Credit Card,Express,16.82
ORD00004041,PROD00004041,USER00004041,2024-06-26,2024-10-28,Home,416.77,3,Defective,Returned,124.0,67,Male,City95,Credit Card,Express,37.43
ORD00004042,PROD00004042,USER00004042,2023-03-09,,Toys,84.63,3,,Not Returned,,62,Female,City33,Debit Card,Express,34.73
ORD00004043,PROD00004043,USER00004043,2024-09-10,,Books,439.96,3,,Not Returned,,50,Female,City50,Gift Card,Standard,40.53
ORD00004044,PROD00004044,USER00004044,2023-10-06,2023-03-09,Home,332.74,5,Changed mind,Returned,-211.0,21,Male,City40,PayPal,Standard,27.56
ORD00004045,PROD00004045,USER00004045,2023-05-04,2024-07-02,Toys,344.07,3,Wrong item,Returned,425.0,47,Male,City85,Debit Card,Next-Day,43.88
ORD00004046,PROD00004046,USER00004046,2024-09-12,,Electronics,329.05,3,,Not Returned,,63,Female,City99,Debit Card,Standard,16.02
ORD00004047,PROD00004047,USER00004047,2024-10-16,,Electronics,91.84,3,,Not Returned,,70,Male,City83,Debit Card,Standard,40.23
ORD00004048,PROD00004048,USER00004048,2024-01-23,2024-05-11,Books,160.42,1,Defective,Returned,109.0,61,Male,City30,Gift Card,Express,22.47
ORD00004049,PROD00004049,USER00004049,2024-05-27,,Home,435.43,1,,Not Returned,,31,Male,City76,Debit Card,Standard,9.05
ORD00004050,PROD00004050,USER00004050,2023-10-20,,Toys,54.5,4,,Not Returned,,44,Female,City55,PayPal,Express,2.13
ORD00004051,PROD00004051,USER00004051,2024-01-08,,Electronics,161.59,1,,Not Returned,,51,Female,City68,PayPal,Next-Day,32.14
ORD00004052,PROD00004052,USER00004052,2024-08-26,,Home,388.48,4,,Not Returned,,21,Female,City35,Credit Card,Standard,15.78
ORD00004053,PROD00004053,USER00004053,2024-06-03,2023-04-28,Electronics,341.37,4,Changed mind,Returned,-402.0,24,Male,City15,Debit Card,Next-Day,11.12
ORD00004054,PROD00004054,USER00004054,2024-12-01,2024-05-12,Books,279.36,1,Defective,Returned,-203.0,31,Male,City7,Debit Card,Standard,47.75
ORD00004055,PROD00004055,USER00004055,2023-08-17,,Toys,307.47,4,,Not Returned,,53,Male,City54,Debit Card,Standard,46.89
ORD00004056,PROD00004056,USER00004056,2023-08-23,,Books,462.96,1,,Not Returned,,49,Female,City59,Credit Card,Next-Day,41.8
ORD00004057,PROD00004057,USER00004057,2024-12-23,,Home,338.96,3,,Not Returned,,48,Male,City46,Gift Card,Express,13.23
ORD00004058,PROD00004058,USER00004058,2024-02-19,,Clothing,314.14,2,,Not Returned,,67,Female,City49,PayPal,Next-Day,45.18
ORD00004059,PROD00004059,USER00004059,2023-03-20,2024-06-24,Books,412.4,3,Changed mind,Returned,462.0,52,Male,City24,PayPal,Express,9.44
ORD00004060,PROD00004060,USER00004060,2024-09-24,2023-08-12,Books,432.31,3,Wrong item,Returned,-409.0,25,Female,City4,Credit Card,Express,40.47
ORD00004061,PROD00004061,USER00004061,2024-04-16,2023-05-06,Toys,28.44,5,Defective,Returned,-346.0,42,Male,City47,Debit Card,Standard,17.07
ORD00004062,PROD00004062,USER00004062,2023-10-20,2023-02-17,Electronics,75.23,4,Changed mind,Returned,-245.0,41,Female,City16,PayPal,Express,14.2
ORD00004063,PROD00004063,USER00004063,2023-03-28,2023-10-12,Clothing,362.15,1,Not as described,Returned,198.0,64,Female,City75,Gift Card,Next-Day,19.44
ORD00004064,PROD00004064,USER00004064,2024-11-27,,Books,199.42,4,,Not Returned,,51,Female,City66,Debit Card,Standard,40.08
ORD00004065,PROD00004065,USER00004065,2024-09-10,,Electronics,279.01,2,,Not Returned,,55,Female,City7,Credit Card,Standard,20.41
ORD00004066,PROD00004066,USER00004066,2023-04-25,2023-08-18,Home,398.31,3,Not as described,Returned,115.0,45,Male,City72,PayPal,Express,24.83
ORD00004067,PROD00004067,USER00004067,2024-09-20,,Home,32.38,5,,Not Returned,,52,Male,City18,PayPal,Next-Day,22.7
ORD00004068,PROD00004068,USER00004068,2023-10-28,2024-08-26,Books,450.21,1,Defective,Returned,303.0,40,Male,City80,Gift Card,Express,31.27
ORD00004069,PROD00004069,USER00004069,2023-11-29,2024-03-06,Home,76.6,3,Not as described,Returned,98.0,64,Female,City11,Credit Card,Next-Day,41.97
ORD00004070,PROD00004070,USER00004070,2023-06-02,,Clothing,49.74,5,,Not Returned,,37,Female,City83,Debit Card,Standard,9.43
ORD00004071,PROD00004071,USER00004071,2023-12-09,2024-04-19,Home,68.55,1,Changed mind,Returned,132.0,43,Male,City7,Debit Card,Next-Day,45.12
ORD00004072,PROD00004072,USER00004072,2024-05-29,,Home,154.49,2,,Not Returned,,32,Male,City22,Credit Card,Express,16.69
ORD00004073,PROD00004073,USER00004073,2024-02-24,2024-05-14,Toys,478.63,4,Defective,Returned,80.0,27,Male,City3,Gift Card,Standard,33.73
ORD00004074,PROD00004074,USER00004074,2023-07-24,2023-05-18,Books,365.5,4,Not as described,Returned,-67.0,46,Female,City45,Debit Card,Standard,25.33
ORD00004075,PROD00004075,USER00004075,2024-04-03,,Electronics,371.27,4,,Not Returned,,47,Male,City11,Debit Card,Next-Day,13.64
ORD00004076,PROD00004076,USER00004076,2024-09-13,,Clothing,250.86,2,,Not Returned,,30,Female,City72,Gift Card,Next-Day,22.39
ORD00004077,PROD00004077,USER00004077,2024-06-12,,Toys,221.18,3,,Not Returned,,23,Female,City69,Credit Card,Next-Day,44.28
ORD00004078,PROD00004078,USER00004078,2023-02-14,2023-02-10,Clothing,191.37,1,Not as described,Returned,-4.0,53,Male,City80,Gift Card,Express,11.96
ORD00004079,PROD00004079,USER00004079,2023-06-15,2023-01-17,Books,218.26,2,Changed mind,Returned,-149.0,61,Male,City99,Gift Card,Next-Day,27.15
ORD00004080,PROD00004080,USER00004080,2024-04-30,,Books,247.88,5,,Not Returned,,45,Male,City69,PayPal,Standard,17.67
ORD00004081,PROD00004081,USER00004081,2024-05-30,2023-08-21,Clothing,25.3,2,Defective,Returned,-283.0,66,Male,City62,Credit Card,Express,14.07
ORD00004082,PROD00004082,USER00004082,2024-07-17,,Toys,472.45,4,,Not Returned,,41,Male,City23,Debit Card,Express,28.01
ORD00004083,PROD00004083,USER00004083,2024-08-08,2023-05-29,Electronics,272.91,5,Wrong item,Returned,-437.0,25,Female,City48,PayPal,Next-Day,46.28
ORD00004084,PROD00004084,USER00004084,2023-02-03,2024-01-01,Clothing,197.15,4,Defective,Returned,332.0,65,Male,City96,Credit Card,Next-Day,42.62
ORD00004085,PROD00004085,USER00004085,2023-08-23,2024-10-21,Toys,151.9,2,Changed mind,Returned,425.0,31,Female,City90,PayPal,Next-Day,41.12
ORD00004086,PROD00004086,USER00004086,2023-03-20,,Electronics,132.39,3,,Not Returned,,31,Male,City93,Gift Card,Express,49.66
ORD00004087,PROD00004087,USER00004087,2024-03-16,,Toys,140.24,2,,Not Returned,,48,Male,City11,Debit Card,Express,18.23
ORD00004088,PROD00004088,USER00004088,2024-08-27,2023-03-29,Clothing,214.54,5,Changed mind,Returned,-517.0,64,Female,City70,PayPal,Standard,39.62
ORD00004089,PROD00004089,USER00004089,2024-02-18,,Home,296.35,1,,Not Returned,,39,Male,City23,PayPal,Next-Day,47.63
ORD00004090,PROD00004090,USER00004090,2023-09-28,2023-01-02,Electronics,72.76,1,Wrong item,Returned,-269.0,66,Female,City19,Debit Card,Next-Day,9.5
ORD00004091,PROD00004091,USER00004091,2024-05-01,,Clothing,462.59,4,,Not Returned,,70,Female,City3,Debit Card,Express,7.91
ORD00004092,PROD00004092,USER00004092,2024-08-07,,Electronics,357.87,1,,Not Returned,,31,Female,City69,Debit Card,Standard,41.61
ORD00004093,PROD00004093,USER00004093,2024-01-16,,Books,494.85,1,,Not Returned,,55,Male,City98,Gift Card,Standard,31.48
ORD00004094,PROD00004094,USER00004094,2023-07-29,2023-05-03,Electronics,390.58,1,Changed mind,Returned,-87.0,49,Female,City41,Credit Card,Next-Day,21.39
ORD00004095,PROD00004095,USER00004095,2024-09-04,2023-11-25,Electronics,465.15,2,Defective,Returned,-284.0,19,Male,City98,PayPal,Next-Day,45.56
ORD00004096,PROD00004096,USER00004096,2024-12-14,,Clothing,139.94,1,,Not Returned,,44,Male,City88,PayPal,Next-Day,37.81
ORD00004097,PROD00004097,USER00004097,2023-11-15,,Books,279.9,1,,Not Returned,,20,Female,City46,PayPal,Next-Day,27.45
ORD00004098,PROD00004098,USER00004098,2024-03-21,2023-05-14,Clothing,37.44,5,Defective,Returned,-312.0,64,Male,City100,PayPal,Express,30.02
ORD00004099,PROD00004099,USER00004099,2024-08-30,2023-10-23,Home,315.9,2,Wrong item,Returned,-312.0,24,Male,City50,Gift Card,Next-Day,12.04
ORD00004100,PROD00004100,USER00004100,2023-08-14,2024-08-13,Home,159.25,1,Wrong item,Returned,365.0,70,Female,City62,Credit Card,Standard,40.22
ORD00004101,PROD00004101,USER00004101,2024-02-01,,Home,339.86,5,,Not Returned,,21,Male,City53,Gift Card,Express,39.32
ORD00004102,PROD00004102,USER00004102,2024-06-20,2024-01-23,Electronics,28.79,1,Defective,Returned,-149.0,40,Male,City14,Gift Card,Express,6.68
ORD00004103,PROD00004103,USER00004103,2023-02-26,,Electronics,8.43,5,,Not Returned,,39,Male,City16,Debit Card,Next-Day,20.43
ORD00004104,PROD00004104,USER00004104,2024-11-18,2024-08-15,Clothing,327.64,1,Defective,Returned,-95.0,20,Female,City67,PayPal,Next-Day,35.97
ORD00004105,PROD00004105,USER00004105,2023-11-14,,Toys,62.77,5,,Not Returned,,61,Male,City48,PayPal,Express,25.74
ORD00004106,PROD00004106,USER00004106,2024-10-07,,Home,147.14,2,,Not Returned,,49,Male,City4,Gift Card,Standard,44.99
ORD00004107,PROD00004107,USER00004107,2024-08-01,,Toys,345.41,4,,Not Returned,,38,Male,City22,Credit Card,Standard,13.32
ORD00004108,PROD00004108,USER00004108,2024-07-05,,Clothing,497.23,1,,Not Returned,,68,Male,City50,PayPal,Standard,49.37
ORD00004109,PROD00004109,USER00004109,2023-03-06,,Electronics,248.73,2,,Not Returned,,62,Female,City11,Credit Card,Standard,20.47
ORD00004110,PROD00004110,USER00004110,2024-09-16,,Home,99.13,5,,Not Returned,,20,Male,City38,Credit Card,Standard,41.33
ORD00004111,PROD00004111,USER00004111,2024-05-08,,Books,198.97,5,,Not Returned,,42,Female,City35,PayPal,Next-Day,38.6
ORD00004112,PROD00004112,USER00004112,2024-10-30,2024-09-14,Electronics,454.94,4,Not as described,Returned,-46.0,55,Male,City62,Debit Card,Next-Day,17.42
ORD00004113,PROD00004113,USER00004113,2023-06-20,2024-06-04,Toys,411.07,5,Changed mind,Returned,350.0,47,Female,City59,PayPal,Standard,43.5
ORD00004114,PROD00004114,USER00004114,2023-07-28,2024-10-19,Toys,391.03,2,Wrong item,Returned,449.0,30,Female,City92,Debit Card,Express,0.57
ORD00004115,PROD00004115,USER00004115,2024-06-30,,Clothing,213.17,2,,Not Returned,,52,Female,City68,Gift Card,Express,43.34
ORD00004116,PROD00004116,USER00004116,2024-02-16,2023-03-29,Toys,491.11,4,Wrong item,Returned,-324.0,59,Female,City95,Debit Card,Express,25.69
ORD00004117,PROD00004117,USER00004117,2023-11-29,,Home,158.76,2,,Not Returned,,59,Female,City2,Credit Card,Express,47.17
ORD00004118,PROD00004118,USER00004118,2024-11-22,,Books,30.02,4,,Not Returned,,47,Male,City57,PayPal,Next-Day,42.95
ORD00004119,PROD00004119,USER00004119,2024-06-03,2024-12-15,Books,146.02,3,Changed mind,Returned,195.0,56,Male,City13,Credit Card,Express,32.72
ORD00004120,PROD00004120,USER00004120,2023-07-07,,Clothing,110.88,4,,Not Returned,,60,Male,City42,PayPal,Express,15.38
ORD00004121,PROD00004121,USER00004121,2024-07-02,2024-10-30,Books,372.05,2,Wrong item,Returned,120.0,33,Female,City9,Credit Card,Next-Day,30.47
ORD00004122,PROD00004122,USER00004122,2023-05-07,2023-01-31,Home,93.7,3,Changed mind,Returned,-96.0,27,Female,City3,PayPal,Next-Day,33.89
ORD00004123,PROD00004123,USER00004123,2024-06-10,2023-10-19,Home,283.71,2,Changed mind,Returned,-235.0,56,Female,City4,Debit Card,Next-Day,7.43
ORD00004124,PROD00004124,USER00004124,2024-03-18,2023-08-27,Electronics,283.39,5,Defective,Returned,-204.0,62,Female,City71,Debit Card,Next-Day,30.49
ORD00004125,PROD00004125,USER00004125,2023-11-22,,Books,490.61,2,,Not Returned,,63,Male,City59,Debit Card,Standard,47.42
ORD00004126,PROD00004126,USER00004126,2024-07-24,,Electronics,116.0,3,,Not Returned,,32,Female,City100,Credit Card,Standard,28.14
ORD00004127,PROD00004127,USER00004127,2023-11-16,,Toys,462.36,3,,Not Returned,,47,Male,City40,Debit Card,Standard,2.01
ORD00004128,PROD00004128,USER00004128,2024-10-01,,Electronics,12.97,4,,Not Returned,,47,Male,City83,PayPal,Standard,17.81
ORD00004129,PROD00004129,USER00004129,2024-09-17,2023-04-08,Electronics,380.22,3,Wrong item,Returned,-528.0,56,Male,City74,Debit Card,Standard,1.19
ORD00004130,PROD00004130,USER00004130,2024-06-16,,Electronics,49.27,5,,Not Returned,,68,Female,City82,Debit Card,Standard,12.41
ORD00004131,PROD00004131,USER00004131,2024-10-15,2024-05-04,Electronics,454.8,3,Not as described,Returned,-164.0,39,Female,City26,Credit Card,Express,10.7
ORD00004132,PROD00004132,USER00004132,2024-12-30,2024-08-15,Home,266.19,4,Wrong item,Returned,-137.0,49,Female,City19,PayPal,Next-Day,48.99
ORD00004133,PROD00004133,USER00004133,2024-01-11,2023-07-02,Home,145.55,3,Changed mind,Returned,-193.0,31,Female,City5,Credit Card,Express,34.21
ORD00004134,PROD00004134,USER00004134,2023-07-11,,Home,46.39,2,,Not Returned,,56,Male,City64,Gift Card,Express,3.4
ORD00004135,PROD00004135,USER00004135,2024-01-28,2024-01-20,Electronics,405.93,1,Changed mind,Returned,-8.0,61,Female,City44,Debit Card,Next-Day,42.86
ORD00004136,PROD00004136,USER00004136,2024-09-27,2024-11-25,Books,157.9,2,Defective,Returned,59.0,38,Female,City90,PayPal,Standard,47.57
ORD00004137,PROD00004137,USER00004137,2024-12-01,,Toys,193.42,1,,Not Returned,,48,Male,City2,Credit Card,Standard,25.09
ORD00004138,PROD00004138,USER00004138,2024-01-28,,Electronics,442.93,1,,Not Returned,,33,Female,City45,PayPal,Standard,27.09
ORD00004139,PROD00004139,USER00004139,2024-07-11,2024-04-03,Home,452.14,4,Not as described,Returned,-99.0,44,Female,City52,Gift Card,Next-Day,38.39
ORD00004140,PROD00004140,USER00004140,2023-04-27,,Toys,460.44,4,,Not Returned,,21,Female,City53,PayPal,Next-Day,43.27
ORD00004141,PROD00004141,USER00004141,2023-03-13,,Clothing,68.24,4,,Not Returned,,56,Male,City39,Debit Card,Express,43.64
ORD00004142,PROD00004142,USER00004142,2023-11-27,,Books,401.45,4,,Not Returned,,40,Female,City14,PayPal,Express,16.62
ORD00004143,PROD00004143,USER00004143,2024-08-16,,Electronics,400.82,1,,Not Returned,,20,Female,City47,PayPal,Express,28.72
ORD00004144,PROD00004144,USER00004144,2024-02-17,2023-07-24,Home,197.25,3,Changed mind,Returned,-208.0,43,Female,City27,Credit Card,Standard,3.22
ORD00004145,PROD00004145,USER00004145,2024-07-02,,Clothing,79.67,4,,Not Returned,,37,Male,City31,Credit Card,Standard,4.27
ORD00004146,PROD00004146,USER00004146,2023-12-03,2023-12-20,Electronics,31.78,4,Wrong item,Returned,17.0,52,Female,City5,Debit Card,Express,37.51
ORD00004147,PROD00004147,USER00004147,2023-04-12,,Electronics,330.33,3,,Not Returned,,31,Female,City75,Debit Card,Next-Day,28.01
ORD00004148,PROD00004148,USER00004148,2024-07-22,2024-10-14,Home,380.73,5,Defective,Returned,84.0,58,Male,City79,Credit Card,Standard,4.43
ORD00004149,PROD00004149,USER00004149,2024-03-05,,Home,321.7,5,,Not Returned,,18,Male,City12,Debit Card,Express,21.54
ORD00004150,PROD00004150,USER00004150,2023-01-31,,Home,165.96,3,,Not Returned,,29,Female,City86,Gift Card,Express,26.3
ORD00004151,PROD00004151,USER00004151,2024-02-13,,Home,327.04,4,,Not Returned,,63,Male,City7,Debit Card,Standard,2.2
ORD00004152,PROD00004152,USER00004152,2023-09-08,,Clothing,216.02,3,,Not Returned,,63,Female,City21,Debit Card,Next-Day,27.17
ORD00004153,PROD00004153,USER00004153,2023-10-10,,Books,396.4,3,,Not Returned,,45,Female,City8,Credit Card,Express,15.47
ORD00004154,PROD00004154,USER00004154,2024-01-25,,Home,399.73,2,,Not Returned,,68,Female,City11,Gift Card,Next-Day,42.49
ORD00004155,PROD00004155,USER00004155,2024-05-17,2023-09-17,Electronics,295.59,4,Changed mind,Returned,-243.0,26,Male,City53,PayPal,Express,4.11
ORD00004156,PROD00004156,USER00004156,2024-11-13,,Toys,19.72,5,,Not Returned,,20,Male,City21,Gift Card,Express,14.05
ORD00004157,PROD00004157,USER00004157,2024-10-30,,Electronics,466.91,1,,Not Returned,,57,Female,City99,Gift Card,Standard,39.28
ORD00004158,PROD00004158,USER00004158,2023-05-26,,Toys,91.1,3,,Not Returned,,53,Female,City48,PayPal,Next-Day,32.19
ORD00004159,PROD00004159,USER00004159,2023-05-29,2023-06-10,Home,398.26,4,Wrong item,Returned,12.0,68,Female,City18,Debit Card,Express,24.36
ORD00004160,PROD00004160,USER00004160,2024-09-03,,Toys,450.16,1,,Not Returned,,36,Female,City11,Debit Card,Express,17.6
ORD00004161,PROD00004161,USER00004161,2023-04-25,,Books,373.18,3,,Not Returned,,39,Male,City52,Credit Card,Next-Day,2.23
ORD00004162,PROD00004162,USER00004162,2024-08-25,2024-01-28,Home,300.19,3,Wrong item,Returned,-210.0,25,Female,City2,Debit Card,Next-Day,15.12
ORD00004163,PROD00004163,USER00004163,2024-04-14,2023-11-13,Clothing,130.45,4,Not as described,Returned,-153.0,62,Male,City30,Debit Card,Standard,34.0
ORD00004164,PROD00004164,USER00004164,2024-05-03,2024-05-04,Home,99.85,3,Not as described,Returned,1.0,51,Male,City28,Credit Card,Express,35.56
ORD00004165,PROD00004165,USER00004165,2023-10-09,,Home,72.84,2,,Not Returned,,52,Female,City96,Gift Card,Standard,40.31
ORD00004166,PROD00004166,USER00004166,2024-07-09,,Home,467.68,2,,Not Returned,,54,Female,City66,Gift Card,Standard,22.55
ORD00004167,PROD00004167,USER00004167,2023-03-26,,Electronics,185.3,5,,Not Returned,,44,Male,City59,PayPal,Express,8.77
ORD00004168,PROD00004168,USER00004168,2023-06-09,,Home,41.01,2,,Not Returned,,59,Male,City35,Gift Card,Next-Day,42.21
ORD00004169,PROD00004169,USER00004169,2024-03-09,,Electronics,163.92,5,,Not Returned,,56,Female,City34,Debit Card,Next-Day,45.05
ORD00004170,PROD00004170,USER00004170,2024-08-11,,Toys,51.14,5,,Not Returned,,33,Male,City73,Credit Card,Standard,20.66
ORD00004171,PROD00004171,USER00004171,2023-07-31,,Clothing,202.06,5,,Not Returned,,65,Female,City55,Credit Card,Express,4.08
ORD00004172,PROD00004172,USER00004172,2024-01-28,2023-09-15,Toys,120.62,4,Wrong item,Returned,-135.0,35,Male,City97,Credit Card,Next-Day,20.72
ORD00004173,PROD00004173,USER00004173,2024-01-29,2024-07-02,Books,435.78,3,Changed mind,Returned,155.0,38,Female,City6,PayPal,Next-Day,8.64
ORD00004174,PROD00004174,USER00004174,2024-02-04,,Toys,321.74,2,,Not Returned,,62,Male,City100,Gift Card,Standard,9.48
ORD00004175,PROD00004175,USER00004175,2024-03-20,2023-04-17,Clothing,176.47,2,Wrong item,Returned,-338.0,24,Female,City70,PayPal,Express,38.6
ORD00004176,PROD00004176,USER00004176,2024-06-05,2024-11-01,Books,37.75,3,Not as described,Returned,149.0,68,Female,City60,PayPal,Express,1.94
ORD00004177,PROD00004177,USER00004177,2024-12-16,2024-04-21,Clothing,49.29,3,Wrong item,Returned,-239.0,57,Male,City2,Credit Card,Express,35.6
ORD00004178,PROD00004178,USER00004178,2024-03-21,2023-11-08,Toys,392.05,4,Wrong item,Returned,-134.0,63,Female,City66,Credit Card,Next-Day,8.36
ORD00004179,PROD00004179,USER00004179,2024-10-23,2023-03-19,Electronics,108.66,1,Wrong item,Returned,-584.0,24,Female,City23,PayPal,Standard,49.23
ORD00004180,PROD00004180,USER00004180,2023-05-01,,Electronics,375.12,3,,Not Returned,,61,Male,City31,Debit Card,Express,36.65
ORD00004181,PROD00004181,USER00004181,2023-06-24,2024-10-30,Books,67.62,5,Changed mind,Returned,494.0,27,Male,City74,Credit Card,Next-Day,20.48
ORD00004182,PROD00004182,USER00004182,2024-08-02,,Toys,238.14,4,,Not Returned,,43,Female,City89,Credit Card,Standard,23.36
ORD00004183,PROD00004183,USER00004183,2023-08-09,2024-03-11,Electronics,335.0,2,Not as described,Returned,215.0,19,Male,City56,Debit Card,Standard,5.21
ORD00004184,PROD00004184,USER00004184,2024-07-06,2024-08-30,Clothing,54.17,1,Changed mind,Returned,55.0,46,Female,City16,Credit Card,Express,40.99
ORD00004185,PROD00004185,USER00004185,2024-11-08,2023-11-04,Books,145.23,5,Changed mind,Returned,-370.0,41,Female,City26,PayPal,Express,16.56
ORD00004186,PROD00004186,USER00004186,2023-02-14,2023-05-06,Toys,53.72,3,Defective,Returned,81.0,30,Female,City47,Gift Card,Next-Day,37.98
ORD00004187,PROD00004187,USER00004187,2024-06-24,,Home,228.25,3,,Not Returned,,50,Male,City92,PayPal,Standard,44.13
ORD00004188,PROD00004188,USER00004188,2023-11-04,2024-09-26,Electronics,329.85,3,Not as described,Returned,327.0,26,Male,City99,Credit Card,Standard,20.83
ORD00004189,PROD00004189,USER00004189,2023-02-12,,Clothing,167.8,1,,Not Returned,,26,Male,City77,Debit Card,Standard,33.23
ORD00004190,PROD00004190,USER00004190,2024-06-18,,Clothing,263.72,2,,Not Returned,,43,Female,City46,PayPal,Standard,49.97
ORD00004191,PROD00004191,USER00004191,2023-04-16,,Books,17.41,4,,Not Returned,,63,Female,City69,Credit Card,Next-Day,20.68
ORD00004192,PROD00004192,USER00004192,2023-05-15,,Clothing,245.65,5,,Not Returned,,18,Male,City29,Gift Card,Express,46.78
ORD00004193,PROD00004193,USER00004193,2023-03-09,,Toys,416.28,5,,Not Returned,,64,Male,City7,PayPal,Express,36.5
ORD00004194,PROD00004194,USER00004194,2024-07-03,2024-04-21,Home,336.41,2,Wrong item,Returned,-73.0,44,Female,City48,PayPal,Standard,5.09
ORD00004195,PROD00004195,USER00004195,2023-07-15,2023-08-26,Books,18.63,4,Wrong item,Returned,42.0,63,Male,City31,Debit Card,Next-Day,41.42
ORD00004196,PROD00004196,USER00004196,2023-05-14,2024-02-17,Electronics,268.79,5,Wrong item,Returned,279.0,47,Female,City79,Debit Card,Express,30.91
ORD00004197,PROD00004197,USER00004197,2023-06-20,2024-12-20,Toys,365.48,1,Changed mind,Returned,549.0,55,Male,City58,Gift Card,Standard,17.47
ORD00004198,PROD00004198,USER00004198,2024-09-08,,Clothing,285.18,5,,Not Returned,,65,Female,City76,Gift Card,Express,14.68
ORD00004199,PROD00004199,USER00004199,2024-11-16,,Clothing,196.58,2,,Not Returned,,28,Male,City9,Gift Card,Next-Day,0.8
ORD00004200,PROD00004200,USER00004200,2023-06-19,2024-04-04,Books,382.53,3,Defective,Returned,290.0,32,Female,City63,PayPal,Next-Day,42.28
ORD00004201,PROD00004201,USER00004201,2024-09-09,2023-05-23,Home,240.14,5,Wrong item,Returned,-475.0,66,Female,City29,Credit Card,Express,5.22
ORD00004202,PROD00004202,USER00004202,2023-04-07,2023-05-27,Books,87.46,1,Not as described,Returned,50.0,21,Female,City18,Gift Card,Next-Day,41.16
ORD00004203,PROD00004203,USER00004203,2024-05-18,,Clothing,170.97,1,,Not Returned,,55,Female,City67,PayPal,Standard,4.5
ORD00004204,PROD00004204,USER00004204,2024-06-27,,Electronics,456.68,5,,Not Returned,,33,Male,City33,PayPal,Standard,20.42
ORD00004205,PROD00004205,USER00004205,2023-09-14,2024-08-20,Toys,348.46,5,Wrong item,Returned,341.0,29,Male,City38,Gift Card,Next-Day,16.92
ORD00004206,PROD00004206,USER00004206,2023-05-12,,Books,249.89,4,,Not Returned,,57,Male,City41,Debit Card,Next-Day,12.22
ORD00004207,PROD00004207,USER00004207,2024-11-03,2023-12-04,Electronics,340.48,2,Changed mind,Returned,-335.0,21,Male,City2,Gift Card,Express,10.1
ORD00004208,PROD00004208,USER00004208,2023-02-17,2024-07-12,Books,257.65,1,Wrong item,Returned,511.0,64,Female,City86,Gift Card,Express,24.33
ORD00004209,PROD00004209,USER00004209,2023-05-16,,Books,485.09,3,,Not Returned,,41,Female,City81,PayPal,Standard,32.52
ORD00004210,PROD00004210,USER00004210,2024-07-05,,Clothing,241.84,1,,Not Returned,,52,Male,City36,Credit Card,Next-Day,0.42
